legal_name,dba_name,city,latitude ,longitude
AMILUC FAMILY INC,DENNY'S RESTAURANT #8180,WOODLAND HILLS,34.1719,-118.6068
AMIR SIMYONOV,HABAYIT RESTAURANT,LOS ANGELES,34.03,-118.4488
AMM REAL FOOD INC,SAFFRON MEDITERRANEAN KITCHEN,VAN NUYS,34.2006,-118.4871
AMMA RESTAURANT INC,ANAR INDIAN RESTAURANT,LOS ANGELES,34.104,-118.3299
AMMARIN SUANITA,JAOPAYA CAFE,VAN NUYS,34.1868,-118.4521
AMNAJ SUJARITKIJPHAISARN,PRAEL THAI RESTAURANT,LOS ANGELES,34.0835,-118.3014
AMORNRAT KAEWTHONGKAM,ORIGINAL THAI RESTAURANT,N HOLLYWOOD,34.1577,-118.3801
AMOS JUAREZ LORENZO,EL BOCADO EXPRESS,LOS ANGELES,34.047,-118.2907
AMPHAI NORTHERN THAI FOOD PARTNERSHIP,AMPHAI NORTHERN THAI FOOD,LOS ANGELES,34.0985,-118.306
AMRIT RESTAURANT GROUP INC.,,ENCINO,34.1595,-118.5007
AMRRS LLC,CLIMEX PIZZA,LOS ANGELES,34.0901,-118.3091
AMY JEEMIN KIM,CHARLEY'S GRILLED SUBS,LOS ANGELES,34.0114,-118.3363
AMY KWANSUK HONG,,LOS ANGELES,34.0208,-118.4234
ANA A PORTILLO,JAKE'S FOOD,LOS ANGELES,33.9989,-118.278
ANA A VASQUEZ,RESTAURANTE MERENDERO-SALVADORENO,LOS ANGELES,34.057,-118.2692
ANA AMANDA VASQUEZ,LOS COMALES CAFE,LOS ANGELES,34.0577,-118.3006
ANA CONCEPCION PEREZ MARROQUIN,EL NUEVO PULGARCITO,LOS ANGELES,34.0559,-118.2774
ANA D BARAHONA,CASA BAJA,LOS ANGELES,34.0398,-118.2505
ANA GLORIA CARDENAS,ANGELINO'S PIZZA,LOS ANGELES,34.0399,-118.309
ANA GLORIA RAMOS VINDEL,TEXIS RESTAURANT,LOS ANGELES,34.0471,-118.3086
ANA ISABEL RODRIGUEZ,RANCHEROS TACOS I,SUN VALLEY,34.2241,-118.3656
ANA LILIAN VILLEGAS,A LA CARTE,LOS ANGELES,34.0292,-118.3719
ANA M SANABRIA JOVEL / OSCAR CORTEZ,EL PUEBLO,LOS ANGELES,34.0627,-118.2819
ANA MARIA RODRIGUEZ,SAN SALVADOR REST | SAN SALVADOR RESTAURANT,LOS ANGELES,34.0403,-118.2915
ANA MIRIAM RAMIREZ,PUERTO LA UNION RESTAURANT,LOS ANGELES,34.0474,-118.3225
ANA R SANTAMARIA DURAN,RESTAURANTE LA MICHOACANA,LOS ANGELES,34.0515,-118.218
ANA ROSA HERRERA ET AL,LA FLOR BLANCA,LOS ANGELES,34.0037,-118.2788
ANA V ZAVALETA DE FLORES / VICTOR FLORES,PANADERIA Y RESTAURANTE EL SALVADOR,LOS ANGELES,34.0465,-118.2805
ANA YENSI MEDINA,RESTAURANTE HERMANO CENTROAMERICANO #2,LOS ANGELES,34.0397,-118.326
ANABEL CORREA,MARTHA'S KITCHEN,LOS ANGELES,34.0761,-118.2157
ANAHID NAKHSHEKARIAN,LE PAPILLON CHOCOLATE,WINNETKA,34.2263,-118.5763
ANANTRA LLC,,WOODLAND HILLS,34.1685,-118.6024
ANARBAGH INC,ANARBAGH INDIAN RESTAURANT,WOODLAND HILLS,34.1666,-118.6212
ANASTASTA AZARYAN / NAVASARD AZARYAN,KEBAB AND PIZZA TIME,VAN NUYS,34.1852,-118.4487
ANBRR INC,ANSEONSAENG,LOS ANGELES,34.0547,-118.309
AND THEN SOME LLC,,CULVER CITY,34.0207,-118.4029
ANDERSON CAFE INC,PROSECCO | PROSECCO RESTAURANT,TOLUCA LAKE,34.1522,-118.3518
ANDRADE FOOD INC,RESTAURANTE SALVADORENO EL CAFETAL #1,VAN NUYS,34.1874,-118.4487
ANDRANIK BOGHARYAN,ANI ICE CREAM,LOS ANGELES,34.1037,-118.3136
ANDRE DE MONTESQUIOU/DAVE NAJARIAN,CALIFORNIA CHICKEN CAFE,LOS ANGELES,34.0834,-118.3406
ANDREA MORALES,GORDITA VELOS,LOS ANGELES,33.9525,-118.3089
ANDREAS PAPANTONOPOULOS,"A&T BURGERS, INC.",LOS ANGELES,33.9316,-118.2651
ANDREAS PAPANTONOPOULOS,A&T BURGERS,LOS ANGELES,33.951,-118.2651
ANDRES FUENTES,ATLACATL RESTAURANT #2,LOS ANGELES,34.0763,-118.2944
ANDRES RAMIREZ REYES,CHURROS MEXICANOS,LOS ANGELES,34.0166,-118.2682
ANDREW MATUSEVICH,SAM'S ON SUNSET,LOS ANGELES,34.098,-118.3607
ANDREW SEBASTIAN GONZALEZ,THE TACO BIKE,VENICE,33.9884,-118.4711
ANDY GARCIA,FORTUNA POLLO GRILL,LOS ANGELES,34.0028,-118.2425
ANDY MOON,PLAZA SUSHI,LOS ANGELES,34.0551,-118.3087
ANEK NANTACHAI,WENDILLS FRIED CHICKEN,PACOIMA,34.2578,-118.4133
ANGEL ALVAREZ,EL SALSABOR RESTAURANT,LOS ANGELES,34.0317,-118.1984
ANGEL BAKERY & CAFE INC,,ENCINO,34.1638,-118.5232
ANGEL R MONTES,SAN MARCOS,WILMINGTON,33.7776,-118.2622
ANGEL'S O & C INC,FRATELLI'S PIZZA,NORTH HILLS,34.2288,-118.4845
ANGELA CAMPBELL,GEE AND JANE SOUL FOOD AND BURGERS,LOS ANGELES,33.9653,-118.2912
"ANGELES NATIONAL RESTAURANT SERVICE, INC",,SUNLAND,34.2683,-118.3362
ANGELINA J MIGUEL,GUATEMALAS TAMALES,LOS ANGELES,33.9431,-118.235
ANGELINO CUCINA  INC,ANGELINO TRATTORIA & PIZZERIA,NORTH HOLLYWOOD,34.15,-118.3656
ANGIE YON HWANG,CLUB YHA HWA,LOS ANGELES,34.0539,-118.321
ANGRY CHEF INC,,LOS ANGELES,34.0534,-118.256
ANGRY CHEF LOS ANGELES INC,ANGRY CHEF,LOS ANGELES,34.0526,-118.256
ANGULO FOOD SERVICES LLC,,VALLEY GLEN,34.1758,-118.4203
ANJANEYA GROUP INC,MAYURA RESTAURANT,CULVER CITY,34.0203,-118.4039
ANKOPINKY,,SAN PEDRO,33.7529,-118.3087
ANN INVESTMENT INC,SEOUL GARDEN RESTAURANT,LOS ANGELES,34.0503,-118.2768
ANNE M STAPLETON,ANNE & MAXX,LOS ANGELES,34.0164,-118.429
ANNETTE E LOPEZ,THE PORTER JUNCTION CAFE,LOS ANGELES,34.0265,-118.2311
ANRE ANDUHA,WE WANT TACOS,VAN NUYS,34.1866,-118.4489
ANTARJOT ENTERPRISES INC,SUBWAY 11170,VAN NUYS,34.2012,-118.4316
ANTHONY FANARA,PALERMO ITALIAN RESTAURANT,LOS ANGELES,34.1046,-118.2917
ANTHONY K KIM,CAFE AMERICANO,LOS ANGELES,34.0616,-118.3142
ANTHONY NAVARRO,THE RED MILL,SHERMAN OAKS,34.147,-118.4233
ANTOINETTE NATISHA LEE,,HAWTHORNE,33.9025,-118.3411
ANTONIO / SILVIA CABALLERO,EL HUARACHE VELOZ,PACOIMA,34.2818,-118.4203
ANTONIO BENITEZ RODRIGUEZ,TACOS LOS TORITOS 3,SYLMAR,34.3077,-118.4499
ANTONIO C FOLLIERO,FOLLIERO IMPORTED ITALIAN FOOD,LOS ANGELES,34.1088,-118.1942
ANTONIO GONZALEZ,MARISCOS CORONA RESTAURANT,VAN NUYS,34.2012,-118.4575
ANTONIO MORCILLO / MARIA ALFARO,SPAIN RESTAURANT,LOS ANGELES,34.0896,-118.2591
ANTONIO RICCARDI,CAFE ANGELINO,LOS ANGELES,34.0735,-118.3829
ANTONIO VAZQUEZ,POLLOS PIO PIO,TUJUNGA,34.248,-118.2873
ANTONIO ZAMORA,CATERING TACOS JARIPO,SUN VALLEY,34.219,-118.3596
ANTONIO'S GRANDE INC,ANTONIOS RESTAURANT,LOS ANGELES,34.0836,-118.3526
ANTONIO'S GROUP INC,,WEST HILLS,34.2196,-118.6459
ANUSAK SUNTHORNCHAROENWONG,SIAM HOUSE THAI CUISINE,VAN NUYS,34.2015,-118.4828
ANZHELA MURADYAN,PITA HUT,LOS ANGELES,34.1021,-118.3
ANZUTEI USA,ANZUTEI,LOS ANGELES,34.0454,-118.2514
AP ORIGINAL LLC,THE APPLE PAN,LOS ANGELES,34.0407,-118.4279
APAKORN PALAWONG,CHIANG MAI,VALLEY VILLAGE,34.172,-118.4058
APCKT CORP,AMANDINE PATISSERIE CAFE KT,LOS ANGELES,34.0527,-118.3038
"APELILA AND J, LLC",,TORRANCE,33.8154,-118.3004
"APELILA AND J, LLC",ONO HAWAIIAN BBQ,MISSION HILLS,34.2583,-118.4669
APEX FOOD INC,,LOS ANGELES,34.1072,-118.2874
APHR LLC,,MARINA DEL REY,33.9872,-118.4401
APL RESTAURANT COMPANY LLC,,LOS ANGELES,34.1013,-118.3263
APOGEE FOOD INC,APOGEE KITCHEN,LOS ANGELES,34.051,-118.245
APOLINAR CRUZ ARAGON/TOMAS CRUZ ARAGON,EL BURRITO PANZON,LOS ANGELES,34.0667,-118.2703
APOPHENIA LLC,SONNY'S HIDEAWAY,LOS ANGELES,34.1209,-118.204
APPLE HEARTS VEGGIE GRILL LLC,,LOS ANGELES,34.015,-118.2567
APPLE SOCAL LLC,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,CHATSWORTH,34.2383,-118.571
APRIL BETTS,CIAO BELLA,LOS ANGELES,34.047,-118.4578
APURO NEXT USA INC,KOCHI,LOS ANGELES,34.0784,-118.3762
AR MAI PLUS 26 INC,NEW T.G. EXPRESS,LOS ANGELES,34.0625,-118.2716
ARACELI TORIVIO,IZZY'S CAFE,RESEDA,34.1938,-118.5537
ARAI GROUP CORP,MOTO AZABU SUSHI BAR & GRILL,MARINA DEL REY,33.9829,-118.4605
ARAM DZHANSZYAN,PARK CAFE & GRILL,ENCINO,34.1862,-118.5032
ARAMARK SERVICES INC,CANCO/PHILPS/TOSCO,WILMINGTON,33.7785,-118.2882
ARAMARK SERVICES INC,,PHILADELPHIA,39.9541,-75.1787
ARAMARK SERVICES INC,FRESHII,LOS ANGELES,34.0466,-118.2591
ARASH FALAHA TIMARVAST,VALLEY RESTAURANT,RESEDA,34.1938,-118.5326
ARASH TABADDOR / GINA TABADDOR,THE SALSA BAR,STUDIO CITY,34.1368,-118.3629
ARASHI SUSHI INC,,LOS ANGELES,34.042,-118.2631
ARAYA BOONYODOM,KHUNMOO THAI KITCHEN,NORTHRIDGE,34.2281,-118.5273
ARCADIA E/JESUS LOYA,CARNITAS LOYA,PACOIMA,34.2593,-118.4327
ARCELIA ARREDONDO / ALDO ARREDONDO,OSTIONERIA COLIMA #2,LOS ANGELES,34.0711,-118.2671
ARCHELI FOOD SERVICES INC,TRIMANA,LOS ANGELES,34.0585,-118.4445
ARDACHES OHANNESSIAN,FALAFEL ARAX,LOS ANGELES,34.0908,-118.3004
ARDI VIII INTERNATIONAL LLC,CHARLEY'S PHILLY STEAKS,SHERMAN OAKS,34.1576,-118.4381
AREAS CREWS LAX JV LLC,EARTH BAR,LOS ANGELES,33.9451,-118.4072
AREAS CREWS LAX JV LLC,ASHLAND HILL/ASHLAND HILL BAR #327,LOS ANGELES,33.9451,-118.4072
AREAS CREWS LAX JV LLC,PANDA EXPRESS#326,LOS ANGELES,33.9451,-118.4072
AREAS CREWS LAX JV LLC,DELI & CO #325,LOS ANGELES,33.9451,-118.4072
AREAS SKYVIEW LAX JV LLC,CALIFORNIA PIZZA KITCHEN,LOS ANGELES,33.9461,-118.401
AREAS SKYVIEW LAX JV LLC,REILLY'S,LOS ANGELES,33.9461,-118.401
"AREAS USA LAX, LLC",SAMMY'S PIZZA,LOS ANGELES,33.9423,-118.4069
"AREAS USA LAX, LLC",CARL'S JR,LOS ANGELES,33.9423,-118.4069
"AREAS USA LAX, LLC",NATURAL BREAK,LOS ANGELES,33.9423,-118.4069
"AREAS USA LAX, LLC",CORONA BAR,LOS ANGELES,33.9423,-118.4069
"AREAS USA LAX, LLC",B GRILL,LOS ANGELES,33.9423,-118.4069
"AREAS USA LAX, LLC",ENGINE CO. 28,LOS ANGELES,33.9423,-118.4069
"AREAS USA LAX, LLC",LA TIMES,LOS ANGELES,33.9423,-118.4069
"AREAS USA LAX, LLC",FORDS FILLING STATION,LOS ANGELES,33.9423,-118.4069
"AREAS USA LAX, LLC",BLUE WINDOW,LOS ANGELES,33.9435,-118.4085
AREAS USA OHM LAX JV LLC,COFFE BEAN AND TEA LEAF,LOS ANGELES,33.9435,-118.4085
ARELLANO RESTAURANTS INC,LA ADELITA #4,SUN VALLEY,34.2207,-118.3676
ARELY MARIBEL NUNO SANTOYO,DONA CHUY'S RESTAURANT,SYLMAR,34.3076,-118.4305
AREMAR INC,MELROSE CAFE AND BAKERY,LOS ANGELES,34.0957,-118.296
ARICELA ANABEL PASCUAL,LA TECLENA,LOS ANGELES,34.0471,-118.2731
ARIE MORDOCH,CLAUDIA CAFE,LOS ANGELES,34.0461,-118.2511
ARMAN GROUP INC,SUBWAY SANDWICHES,LOS ANGELES,34.0402,-118.4378
ARMAN GROUP INC,,PLAYA DEL REY,33.9586,-118.4378
ARMANDO A RODRIGUEZ,MANDO'S RESTAURANT,LOS ANGELES,34.1198,-118.1836
ARMANDO DE LA TORRE,GUISADOS,LOS ANGELES,34.0484,-118.2114
ARMANDO PARIASCA,POLLOS A LA BRASA EAGLE ROCK ROTTISERIE CHICKEN,LOS ANGELES,34.1391,-118.2133
ARMANDO ROSALES,,LOS ANGELES,33.989,-118.3292
ARMANDO SEPULVEDA ROSA M SEPULVEDA,,LOS ANGELES,33.9932,-118.2651
ARMANDO VILLANUEVA,VILLANUEVA MEXICAN GRILL,CHATSWORTH,34.2572,-118.5896
ARMEN BALKIAN,MARVS DELI,N HOLLYWOOD,34.1648,-118.4057
"ARMENIA RESTAURANT, INC.",,LOS ANGELES,34.022,-118.261
ARMOND GRIGORYAN,MAMA'S GRILL,TUJUNGA,34.2531,-118.2965
ARNIE MORTON'S OF CHICAGO,ARNIE NORTONS OF CHICAGO-THE STEAKHOUSE | ATTN:LICENSING DEPT,LOS ANGELES,34.0704,-118.3764
ARNIE MORTON'S OF CHICAGO,ARNIE MORTON'S OF CHICAGO--THE STEAKHOUSE,LOS ANGELES,34.0488,-118.2603
ARNON THABTHIMSRI,THAI GOURMET BY ARYA,NORTH HOLLYWOOD,34.1792,-118.4048
AROMA CAFE CULTURE INC.,,VAN NUYS,34.2071,-118.4408
"AROMA COFFEE & TEA COMPANY, INC.",AROMA COFFEE/TEA CO,STUDIO CITY,34.1493,-118.3789
AROUTIOUN GAVOUTIAN,GAVOUTIAN CATERING,PASADENA,34.1681,-118.1142
ARR MANAGEMENT LLC,SUBWAY 46382,LOS ANGELES,33.9601,-118.2563
ARROSTO COFFEE,,LOS ANGELES,34.0538,-118.4636
ARSHEN BABOUMI/ LISHA HAYRABIDIAN,PIZZA MAN 8,LOS ANGELES,34.0984,-118.3007
ART'S DELICATESSEN INC,ART'S DELI,STUDIO CITY,34.1432,-118.3988
ARTEMIO REBOLLAR,CARNITAS MICHOACAN,VAN NUYS,34.1938,-118.4392
ARTHUR BALIAN,STACKED EATERY,ENCINO,34.1552,-118.4785
ARTHURSON FOOD INC.,SUTORITO ROKU,LOS ANGELES,34.0631,-118.2975
ARTISANAL BREWERS COLLECTIVE LLC,STALKING HORSE,LOS ANGELES,34.0447,-118.4204
ARTISANAL BREWERS COLLECTIVE LLC,BLUEBIRD BRASSERIE,SHERMAN OAKS,34.1479,-118.4321
ARTISANAL BREWERS COLLECTIVE LLC,BROXTON,LOS ANGELES,34.0608,-118.4456
ARTISANAL BREWERS COLLECTIVE LLC,6TH & LA BREA,LOS ANGELES,34.0647,-118.3437
ARTISANAL BREWERS COLLECTIVE LLC,THE OLD CHALET,LOS ANGELES,34.1391,-118.2021
ARTISANAL BREWERS COLLECTIVE LLC,CALIFORNIA SUN,LOS ANGELES,34.0922,-118.2796
ARTISTIC INTERNATIONAL CATERING CORPORATION,ARTISTIC INTERNATIONAL CATERING & BAKERY | SYMPHONY IN ICE,N HOLLYWOOD,34.2037,-118.4247
ARTS EAT & DRINK INC,AMERICANO,LOS ANGELES,34.0459,-118.2338
ARTS WORLD FAMOUS CHILI DOGS INC,ART'S CHILI DOG STAND,LOS ANGELES,33.9745,-118.3007
ARTUR AVADIAN,TRIMANA,WOODLAND HILLS,34.1723,-118.6034
ARTURO JAVIER PENA,PENA'S TACOS,SUNLAND,34.2596,-118.314
ARUT DURGARYAN,,GLENDALE,34.1847,-118.2255
ARZZ CORPORATION INC,EMLES RESTAURANT,NORTHRIDGE,34.2388,-118.5353
ASADON CORP,EL BARON RESTAURANT #4,LOS ANGELES,34.0531,-118.2702
ASAMBLEAS DE DIOS EBENEZER/C,,LOS ANGELES,34.0454,-118.2134
ASANEBO CORP,ASANEBO,STUDIO CITY,34.143,-118.3916
ASH HOP II INC,INTERNATIONAL HOUSE OF PANCAKES,LOS ANGELES,34.0286,-118.4294
ASH HOP INC,I HOP #718,ENCINO,34.1551,-118.4743
ASH VENTURE INC,KARMA,LOS ANGELES,34.0762,-118.2952
ASHA INDIAN RESTAURANT CORPORATION,,TARZANA,34.1699,-118.5388
ASHOT MINASIAN,,VAN NUYS,34.2003,-118.4613
ASHRAF INC,NENOS PIZZA,WILMINGTON,33.7905,-118.274
ASIA BUFFET OF BP INC,ASIA BUFFET,PANORAMA CITY,34.2201,-118.4487
ASIAN BARBECUE HALAL LLC,ASIAN BARBECUE HALAL,TORRANCE,33.8318,-118.3077
ASIAN BOX PALO ALTO LLC,ASIAN BOX,LOS ANGELES,34.06,-118.4198
ASM ENTERPRISE INC,AREA 81,LOS ANGELES,34.1065,-118.3564
ASSOCIATED MICROBREWERIES LTD,KARL STRAUSS BREWING COMPANY,LOS ANGELES,34.0479,-118.2566
ASTRID ESCALANTE,MAPLES RESTAURANT,LOS ANGELES,34.044,-118.2481
ASUKA 2000 LLC,ASUKA RESTAURNAT,LOS ANGELES,34.0532,-118.4401
AT ICON LLC,,CANOGA PARK,34.2345,-118.5888
ATAOLLAH BEHESHTI,KABAB KABAB,NORTH HOLLYWOOD,34.2022,-118.4107
ATHENEA INC,ANEJO CANTINA,SHERMAN OAKS,34.1518,-118.4542
"ATHENIAN GARDENS, INC.",ATHENIAN GARDENS,EAGLE ROCK,34.1413,-118.2219
ATHENIAN PLACE INC,PAOLIS ITALIAN KITCHEN,WOODLAND HILLS,34.1664,-118.5916
ATITLAN EXPRESS INC,ATITLAN EXPRESS,LOS ANGELES,34.057,-118.2692
ATJ&B LLC,,LOS ANGELES,34.0617,-118.3003
ATTARI SANDWICHES INC,,LOS ANGELES,34.0555,-118.4418
ATTHAWUT JIARAKUL,,HARBOR CITY,33.7894,-118.3043
ATWATER CAFE LLC,KALDI COFFEE,LOS ANGELES,34.1169,-118.262
"ATWATER HOSPITALITY, LLC",GOOD MEASURE,LOS ANGELES,34.1178,-118.2607
ATWATER VILLAGE GROUP INC,LINK N HOPS,LOS ANGELES,34.1163,-118.2627
ATX EATERY LLC,ATWATER CROSSING WOOD FIRE KITCHEN,LOS ANGELES,34.1156,-118.2514
AUBREY PHAM & VICKY LY,A TEA THING,RESEDA,34.2088,-118.5359
AULAKH MULTANI CORP,INDIA'S TANDOORI,LOS ANGELES,34.0622,-118.3477
AULAKH PREET INC,23RD ST CAFE,LOS ANGELES,34.0337,-118.2809
AURA THAI HOLLYWOOD,,LOS ANGELES,34.097,-118.2917
AUREA ROJAS SANCHEZ,LA FRONTERA MEXICAN RESTAURANT,LOS ANGELES,34.0013,-118.2651
AURORA HERLINDA ROMERO,MI CASITA,LOS ANGELES,34.0038,-118.2687
AV RESTAURANT LLC,VINCENTI RESTAURANT,LOS ANGELES,34.0524,-118.471
AVANTY INTERNATIONAL GROUP INC,MI SOMBRERO AZUL,CANOGA PARK,34.1937,-118.5699
AVEDIS HARMANDJIAN,RIO RESTAURANT,SUN VALLEY,34.2216,-118.3733
AVELINO RODRIGUEZ/ESTHER D RODRIGUEZ,,LOS ANGELES,34.0771,-118.2154
AVENGERS INC,QUIZNO'S SUBS,LOS ANGELES,34.0487,-118.2391
AVETIS DONIKYAN,,VAN NUYS,34.2168,-118.4695
AVI FATTAL/DAVID H HOUSTON/YOSSI KVIATKOVSKY,QS BILLIARD CLUB,LOS ANGELES,34.0475,-118.4632
AVILVA FAMILY LLC,BURGERIM,NORTH HOLLYWOOD,34.1654,-118.3744
AVJ FOODS INC.,NUMERO UNO PIZZA,LOS ANGELES,34.0621,-118.3396
AWA OASIA LLC,,LOS ANGELES,34.0377,-118.2323
AXARION ANTONIO ALLEN,BIG JUICE BURGER,LOS ANGELES,34.0422,-118.246
AXEL J GOMEZ,CHAMPS HOT GRILL C,CANOGA PARK,34.2346,-118.6013
AY-DO-NO INC,AY-DO-NO KOREAN BBQ,LOS ANGELES,34.1016,-118.3181
AYALA SHLOMO,FALAFEL BAR,WOODLAND HILLS,34.1683,-118.6015
AYARA GROUPS INC,,LOS ANGELES,33.9577,-118.3958
AYLEEN DAVOUDI,CATCH 56,LOS ANGELES,34.1017,-118.3121
AYONES INC,EL BUCA RESTAURANT,VERNON,34.0027,-118.239
AZAY CORP,AZAY,LOS ANGELES,34.051,-118.2419
AZIZTI INC,EAT THAT BURGER,NORTH HOLLYWOOD,34.1719,-118.3738
AZLA LLC,AZLA,LOS ANGELES,34.013,-118.2806
"B & C WILSHIRE, INC",,LOS ANGELES,34.0575,-118.3025
B & C YOON INC,HODURI RESTAURANT,LOS ANGELES,34.0525,-118.2916
B & H FOODS INC,POPEYES FAMOUS FRIED CHICKEN,LOS ANGELES,34.0259,-118.3545
B & H FOODS INC,POPEYES FAMOUS FRIED CHICKEN,LOS ANGELES,34.1016,-118.329
B & K ENTERPRISE INC,CAFE LA VUE,LOS ANGELES,34.0616,-118.3108
B AND K WEST 1 INC,COFFEE ON GRAND,LOS ANGELES,34.0498,-118.2542
B ARTS DISTRICT LLC,EDIBOL,LOS ANGELES,34.0459,-118.2326
B B S NATIONAL INC,77 ASIAN KITCHEN,NORTH HOLLYWOOD,34.1715,-118.3702
B C D TOFU HOUSE INC,,LOS ANGELES,34.0568,-118.309
B G JAZZ GRILL LLC,VIBRATO JAZZ & GRILL,LOS ANGELES,34.127,-118.4444
B P O ELKS LODGE #966,,SAN PEDRO,33.7293,-118.3162
B SANTI INC,SHINTARO RESTAURANT,LOS ANGELES,34.1051,-118.3374
B SCOTT BENNETT INC,THE REFRESHER/BENNETTS ICE CREAM,LOS ANGELES,34.0713,-118.36
B SIDE GROUP,THE STOCKING FRAME,LOS ANGELES,34.0429,-118.2572
B.B.E.D. INC,EL POLLO LOCO #3369,LOS ANGELES,34.0879,-118.2917
BA2 LLC,THE BIGFOOT LODGE,LOS ANGELES,34.1237,-118.2679
BABY BLUES ECHO PARK LLC,,LOS ANGELES,34.0782,-118.2611
BABY J'S BURGERS,BABY J'S BURGERS,LOS ANGELES,34.0196,-118.2549
BACARI MC INC,,LOS ANGELES,34.0717,-118.3648
BACARO LA LLC,BACARO LA,LOS ANGELES,34.0348,-118.2834
"BACKYARD LOS ANGELES, LLC",BACKYARD BOWLS,LOS ANGELES,34.076,-118.37
BAD SUSHI WEST LA INC,B&D SUSHI,LOS ANGELES,34.0444,-118.4545
BAEK HWA FAMILY INC,BAEK WHA GOM BO RESTAURANT,LOS ANGELES,34.0536,-118.3203
BAGEL USA INC,,LOS ANGELES,34.0536,-118.4649
BAGGERY INC,CAFE VENICIA,VENICE,33.991,-118.4773
BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 663,LOS ANGELES,33.9745,-118.2917
BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 965,LOS ANGELES,33.9608,-118.2827
BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 1021,LOS ANGELES,34.0002,-118.3306
BAH CALIFORNIA INC,CHURCH'S CHICKEN #959,LOS ANGELES,33.9939,-118.2826
BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 128,LOS ANGELES,34.0038,-118.2704
BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 147,LOS ANGELES,34.0255,-118.3092
BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 1191,LOS ANGELES,33.9832,-118.2782
BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 779,LOS ANGELES,33.9601,-118.2571
BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 1000,LOS ANGELES,34.0186,-118.2549
BAHADOR EVENT SPECIALIST INC,BAHADOR EVENT SPECIALIST,TARZANA,34.1793,-118.5427
BAHAR U S A INC,DENNY'S RESTAURANT | DENNYS #6789,RESEDA,34.2084,-118.536
BAJA CABANA INC,PUESTA DEL SOL,SAN PEDRO,33.7291,-118.292
BAJA FRESH VALENCIA,BAJA FRESH NORTHRIDGE,NORTHRIDGE,34.2367,-118.537
"BAJA GRANADA, INC.",BAJA FRESH #295,GRANADA HILLS,34.2574,-118.5004
BALBIR SINGH / DEVINDER KAUR SINGH,DANDY'S FAST,CHATSWORTH,34.2492,-118.5794
BALDOMERO OROZCO LOPEZ,,LOS ANGELES,34.0188,-118.2683
BALDOMERO RAMIREZ / OBDULIA RAMIREZ,8/31/2016,LOS ANGELES,34.0007,-118.2739
BALDWIN HILLS WILD WINGS LLC,BUFFALO WILD WINGS,LOS ANGELES,34.0138,-118.3351
BALDWIN HOLDINGS INC,POST & BEAM RESTAURANT,LOS ANGELES,34.0098,-118.3394
BALDWINDER SINGH BAJAJ,INDIAN BY NATURE,RESEDA,34.2199,-118.5537
BALDYS RESTAURANT GROUP,LITTLE FATTY/ACCOMPLICE,LOS ANGELES,34.0045,-118.4309
BAMBOO FOREST RESTAURANT  INC,BAMBOO FOREST RESTAURANT INC,SHERMAN OAKS,34.1721,-118.456
BAMBOO RESTAURANT LLC,BAMBOO,LOS ANGELES,34.0171,-118.4098
BAN YAD CORP,ELAT BURGER,LOS ANGELES,34.0552,-118.394
BANGKOK BLVD BISTRO,THAI BLVD BISTRO,CANOGA PARK,34.1941,-118.5897
BANGKOK STREET FOOD LLC,,LOS ANGELES,34.1018,-118.3056
BANN WESTERN LLC,HANSOL NOODLE & KOREAN FOOD,LOS ANGELES,34.0624,-118.309
BAR CHATEAU MARMONT LLC,THE BAR AT CHATEAU MARMONT,WEST HOLLYWOOD,34.0979,-118.3669
BAR HAMA LLC,,LOS ANGELES,34.0439,-118.4462
BAR RESTAURANT LLC,,LOS ANGELES,34.0951,-118.2833
BAR RESTAURANT LLC,BAR RESTAURANT,LOS ANGELES,34.095,-118.2837
BARBACOA DIAZ,,EL MONTE,34.0973,-118.0118
BARBAKUSH RESTAURANT,BARBAKUSH RESTAURANT,LOS ANGELES,34.033,-118.2119
BARBARA INC,THREE FLAMES MONGOLIAN BAR-B-Q,LOS ANGELES,33.9598,-118.3789
BARBARA LOPEZ,MO BETTER CAFE,LOS ANGELES,33.9888,-118.3529
"BARCADE LOS ANGELES, LLC",,LOS ANGELES,34.1186,-118.1942
BARCITO LLC,,LOS ANGELES,34.0401,-118.2633
BARHAM CAFE,,LOS ANGELES,34.1438,-118.3407
BARISTA KTOWN LLC,,LOS ANGELES,34.0631,-118.3092
BARKATALI B AMLANI,SUBWAY,LOS ANGELES,34.115,-118.246
BARNABYS RESTAURANT INC,,LOS ANGELES,34.069,-118.3614
BARNEY MESKIN/STEPHANIE LEFF/SYDNEY R ROTHMAN,HOUSE OF BILLIARDS,SHERMAN OAKS,34.1516,-118.4529
BARNEY'S WESTWOOD LP,BARNEY'S BEANERY WESTWOOD,LOS ANGELES,34.0609,-118.4458
BARNEYS HAMBURGERS,,SANTA MONICA,34.0479,-118.4914
